update,episodes,rollout_steps,mean_cost,mean_reward,mean_decisions,mean_branches,actor_loss,critic_loss,entropy,approx_kl,clip_fraction,fixed_greedy_cost,elapsed_seconds
1,16,105,34.9286495171396,-34.9286495171396,6.5625,3.726686507936508,0.011486986768431962,569.9630889892578,1.0842386484146118,6.934903279187665e-06,0.0,39.132741228718345,0.4607351999729872
2,32,98,40.042587120072376,-40.042587120072376,6.125,4.391121031746032,-0.006958350422792137,483.2584571838379,1.1083122044801712,9.2114582770364e-06,0.0,10.283185307179586,0.897333399974741
3,48,95,32.71377107350981,-32.71377107350981,5.9375,3.6180307539682537,0.0033778520300984383,281.3867588043213,1.0372345224022865,1.9624201897272542e-05,0.0,9.287611019615312,1.3422555000288412
4,64,109,38.44634859883832,-38.44634859883832,6.8125,4.367361111111111,-0.018184401211328804,361.1135673522949,1.1055232733488083,3.2119183373424676e-05,0.0,8.283185307179586,1.882926700054668
5,80,98,36.502210972195776,-36.502210972195776,6.125,4.92038014069264,0.00348460441455245,360.7631492614746,1.1912464946508408,5.7341846599001656e-05,0.0,8.283185307179586,2.3808286000275984
6,96,110,35.08351648200343,-35.08351648200343,6.875,4.146669823232323,-0.016035856446251273,220.54870986938477,1.1015983521938324,9.022248127621424e-05,0.0,8.283185307179586,2.864018899970688
7,112,95,42.43224352447154,-42.43224352447154,5.9375,4.040649801587302,0.006203027383890003,457.8341522216797,1.1196816712617874,0.0002831311855970853,0.0,8.283185307179586,3.2830797999631613
8,128,94,29.838217859455344,-29.838217859455344,5.875,4.499627976190476,0.020957954227924347,185.96158027648926,1.1368596702814102,0.0005317775276125758,0.0,8.283185307179586,3.6937339999713004
9,144,103,30.375828879070657,-30.375828879070657,6.4375,4.059350198412698,-0.002744533121585846,135.77747774124146,1.0863260477781296,0.000945537551160669,0.0032051282469183207,8.283185307179586,4.146026500035077
10,160,91,32.99308482431918,-32.99308482431918,5.6875,4.848363095238096,-0.006338908802717924,206.2955780029297,1.1167308688163757,0.0019284157333459007,0.019748263992369175,8.283185307179586,4.553761100047268
11,176,87,23.94717841992002,-23.94717841992002,5.4375,3.7359375,-0.03711503564045415,140.23327541351318,0.9689959362149239,0.0022700594690832077,0.014775815419852734,8.283185307179586,4.944455199991353
12,192,79,21.79424676223577,-21.79424676223577,4.9375,5.090773809523809,-0.012860121671110392,103.22418689727783,0.9816629216074944,0.00338375463434204,0.050911459140479565,8.283185307179586,5.299517999985255
13,208,75,16.292864669110646,-16.292864669110646,4.6875,5.218452380952381,-0.04466733615845442,104.424729347229,0.9046296179294586,0.0033723952728905715,0.057528410106897354,0.42920367320510344,5.6459847000660375
14,224,73,10.17782063806894,-10.17782063806894,4.5625,4.215848214285715,0.009966746903955936,57.80956721305847,0.7835293710231781,0.0025102564504777547,0.04144965298473835,0.42920367320510344,6.010013899998739
15,240,70,13.038163291658734,-13.038163291658734,4.375,4.438988095238095,0.0758868120610714,96.89520788192749,0.749874897301197,0.005340618961781729,0.0670572929084301,0.42920367320510344,6.354693199973553
16,256,78,10.842920178918302,-10.842920178918302,4.875,4.782266865079365,-0.11796832969412208,59.81220841407776,0.6832660660147667,0.001899644905279274,0.024553571827709675,0.42920367320510344,6.76414530002512
17,272,76,8.472068342315751,-8.472068342315751,4.75,4.286458333333333,-0.0409700064919889,25.693612694740295,0.6164587326347828,0.0033560131150807138,0.04036458395421505,0.42920367320510344,7.170871900045313
18,288,72,8.955475688725958,-8.955475688725958,4.5,4.483779761904762,0.028934848494827747,33.99071717262268,0.6716556251049042,0.004273029830073938,0.041015625,0.42920367320510344,7.551554600009695
19,304,66,5.71875,-5.71875,4.125,4.988541666666666,0.0927789737470448,24.508872836828232,0.6360566355288029,0.001619740214664489,0.017578125,0.42920367320510344,7.896947900066152
20,320,57,4.232024311274044,-4.232024311274044,3.5625,6.540625,-0.009480374589513119,17.9368314743042,0.4602803364396095,0.0004425413644639775,0.004385964944958687,0.42920367320510344,8.190774700022303
21,336,63,4.06775459150638,-4.06775459150638,3.9375,5.056994047619048,-0.016572356076230754,13.073678016662598,0.48950544744729996,0.0012239132847753353,0.01984127052128315,0.42920367320510344,8.471475400030613
22,352,70,4.780696785945535,-4.780696785945535,4.375,4.779464285714286,-0.0773680997081101,11.169284164905548,0.456455335021019,0.0007881113197072409,0.0078125,0.42920367320510344,8.79132890002802
23,368,68,4.597898163397448,-4.597898163397448,4.25,6.473958333333333,-0.2683300192002207,9.595864057540894,0.4678738210350275,0.0036672874120995402,0.05078125,0.42920367320510344,9.121984799974598
24,384,72,4.469303214054466,-4.469303214054466,4.5,4.6779761904761905,0.08817475056275725,12.380699038505554,0.4750267118215561,0.001422947272658348,0.0078125,0.42920367320510344,9.476809500018135
25,400,56,3.089048622548086,-3.089048622548086,3.5,6.225,-0.014774996704155718,22.21211814880371,0.34116052836179733,0.0006341441312542884,0.008928571827709675,0.42920367320510344,9.755639199982397
26,416,73,4.21017706617787,-4.21017706617787,4.5625,4.532886904761905,0.051790493074804544,13.44911527633667,0.4231017008423805,0.002466224415002216,0.035373263992369175,0.42920367320510344,10.087170699960552
27,432,76,5.178373852123405,-5.178373852123405,4.75,4.167708333333334,0.04476553830318153,8.182482033967972,0.46040184423327446,0.002962016373203369,0.02864583395421505,0.42920367320510344,10.441474899998866
28,448,70,2.790652754903828,-2.790652754903828,4.375,4.869791666666667,-0.01390777388587594,8.321394264698029,0.46918443590402603,0.0013548388715207693,0.009765625,0.42920367320510344,10.83962139999494
29,464,77,5.290652754903828,-5.290652754903828,4.8125,5.037276785714286,-0.03321258304640651,8.404968202114105,0.3987620212137699,0.0038088651705265875,0.03290264494717121,0.42920367320510344,11.1895904999692
30,480,60,4.352046326794897,-4.352046326794897,3.75,4.229166666666667,-0.013977876771241515,12.479054689407349,0.33745062351226807,0.0010021181878983043,0.012500000186264515,0.42920367320510344,11.45448860002216
31,496,68,4.133849540849362,-4.133849540849362,4.25,4.866369047619048,0.06705277506262064,10.812788873910904,0.37403400614857674,0.0006389012050931342,0.005859375,0.42920367320510344,11.797320400015451
32,512,59,3.1247233929727676,-3.1247233929727676,3.6875,5.291145833333333,-0.006934860646251151,9.997393369674683,0.34653371572494507,0.0002901284005929483,0.0042372881434857845,0.42920367320510344,12.083274999982677
33,528,73,4.504701377451914,-4.504701377451914,4.5625,4.767708333333333,-0.027760660741478205,23.757825553417206,0.38933745585381985,0.002201035931037154,0.025607638992369175,0.42920367320510344,12.423257400048897
34,544,62,2.8617256887259575,-2.8617256887259575,3.875,5.411458333333333,-0.013831796357408166,5.051837682723999,0.3944840356707573,0.001845080238126684,0.02822580561041832,0.42920367320510344,12.71889130002819
35,560,66,2.790376147876596,-2.790376147876596,4.125,4.977529761904762,0.3169769730884582,9.519092410802841,0.30635726160835475,0.00659291964257136,0.06640625,0.42920367320510344,13.027393599972129
36,576,75,3.719303214054466,-3.719303214054466,4.6875,4.3107886904761905,-0.024752887664362788,8.707790613174438,0.3758253250271082,0.0014153654735764576,0.013671875,0.42920367320510344,13.381344399997033
37,592,54,1.5760509183012759,-1.5760509183012759,3.375,6.327083333333333,-0.003458592973873742,5.889928221702576,0.32648057490587234,7.255330615407729e-05,0.0,0.42920367320510344,13.660242500016466
38,608,75,3.417035790039992,-3.417035790039992,4.6875,5.296354166666667,-0.025762144709005952,8.697632491588593,0.4141560662537813,0.001026111906639926,0.013316761702299118,0.42920367320510344,14.00920790003147
39,624,64,2.2505532140544657,-2.2505532140544657,4,4.607291666666667,-0.006857253611087799,6.5070143938064575,0.3546648472547531,0.00022420231834985316,0.0,0.42920367320510344,14.292226599995047
40,640,66,2.188329821081699,-2.188329821081699,4.125,4.861607142857143,-0.24134853028226644,4.5293747670948505,0.2689068056643009,0.0011863904655911028,0.009765625,0.42920367320510344,14.60680389998015
41,656,67,1.7549779844791464,-1.7549779844791464,4.1875,5.521875,0.10443017457146198,1.7070699036121368,0.36410135868936777,0.0004994353136567042,0.001953125,0.42920367320510344,14.933080699993297
